game_id,date,away_team,home_team,possessing_team,forechecking_team,start_event_idx,end_event_idx,start_elapsed_seconds,end_elapsed_seconds,duration_seconds,start_period_label,end_period_label,start_clock,end_clock,start_event,end_event,start_x,start_y,end_x,end_y,outcome,turnover_in_dzone,forced_dump_out,controlled_exit_allowed,stoppage,timeout,exit_lane,start_is_5v5,episode_id
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1471,1476,2853.0,2858.0,5.0,3,3,12:27,12:22,Faceoff Win,Dump In/Out,-69.0,-21.5,-39.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0168
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1477,1480,2863.0,2865.0,2.0,3,3,12:17,12:15,Faceoff Win,Dump In/Out,-69.0,22.5,-88.0,31.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0169
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1478,1481,2863.0,2867.0,4.0,3,3,12:17,12:13,Puck Recovery,Play,93.0,19.5,3.0,40.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0170
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1479,1480,2865.0,2865.0,0.0,3,3,12:15,12:15,Puck Recovery,Dump In/Out,-82.0,19.5,-88.0,31.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0171
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1486,1488,2876.0,2879.0,3.0,3,3,12:04,12:01,Puck Recovery,Dump In/Out,75.0,40.5,-6.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0172
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1491,1494,2887.0,2891.0,4.0,3,3,11:53,11:49,Puck Recovery,Puck Recovery,-85.0,-33.5,-29.0,40.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0173
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1496,1498,2895.0,2896.0,1.0,3,3,11:45,11:44,Takeaway,Takeaway,-94.0,-30.5,-33.0,-41.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0174
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1503,1505,2902.0,2905.0,3.0,3,3,11:38,11:35,Puck Recovery,Puck Recovery,-73.0,2.5,-35.0,20.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0175
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1515,1516,2925.0,2926.0,1.0,3,3,11:15,11:14,Takeaway,Dump In/Out,-56.0,-15.5,-69.0,-35.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0176
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1517,1525,2929.0,2944.0,15.0,3,3,11:11,10:56,Puck Recovery,Puck Recovery,35.0,-37.5,77.0,41.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0177
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1523,1525,2941.0,2944.0,3.0,3,3,10:59,10:56,Puck Recovery,Puck Recovery,91.0,-28.5,77.0,41.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0178
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1527,1540,2950.0,2971.0,21.0,3,3,10:50,10:29,Puck Recovery,Zone Entry,82.0,38.5,-25.0,-0.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-29.Team.G.@.Team.L__0179
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1536,1540,2962.0,2971.0,9.0,3,3,10:38,10:29,Puck Recovery,Zone Entry,96.0,-9.5,-25.0,-0.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-29.Team.G.@.Team.L__0180
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1538,1540,2966.0,2971.0,5.0,3,3,10:34,10:29,Puck Recovery,Zone Entry,62.0,38.5,-25.0,-0.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-29.Team.G.@.Team.L__0181
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1542,1550,2974.0,2994.0,20.0,3,3,10:26,10:06,Puck Recovery,Dump In/Out,-61.0,-27.5,-58.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0182
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1563,1569,3015.0,3022.0,7.0,3,3,09:45,09:38,Puck Recovery,Dump In/Out,95.0,23.5,-1.0,27.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0183
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1565,1567,3019.0,3020.0,1.0,3,3,09:41,09:40,Puck Recovery,Dump In/Out,-37.0,39.5,-40.0,23.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0184
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1582,1583,3048.0,3050.0,2.0,3,3,09:12,09:10,Puck Recovery,Dump In/Out,37.0,22.5,5.0,39.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0185
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1586,1589,3056.0,3063.0,7.0,3,3,09:04,08:57,Puck Recovery,Zone Entry,-95.0,6.5,24.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0186
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1588,1589,3060.0,3063.0,3.0,3,3,09:00,08:57,Puck Recovery,Zone Entry,-38.0,-36.5,24.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0187
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1595,1599,3071.0,3079.0,8.0,3,3,08:49,08:41,Faceoff Win,Puck Recovery,69.0,-21.5,96.0,1.5,turnover_in_dzone,1,0,0,0,0,middle,1,2025-10-29.Team.G.@.Team.L__0188
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1606,1611,3088.0,3100.0,12.0,3,3,08:32,08:20,Takeaway,Dump In/Out,76.0,5.5,0.0,-38.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0189
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1610,1611,3099.0,3100.0,1.0,3,3,08:21,08:20,Puck Recovery,Dump In/Out,48.0,-39.5,0.0,-38.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0190
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1612,1615,3105.0,3115.0,10.0,3,3,08:15,08:05,Puck Recovery,Dump In/Out,-98.0,-10.5,4.0,-38.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0191
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1617,1622,3119.0,3124.0,5.0,3,3,08:01,07:56,Puck Recovery,Puck Recovery,96.0,-17.5,33.0,-39.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0192
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1623,1625,3125.0,3127.0,2.0,3,3,07:55,07:53,Takeaway,Incomplete Play,54.0,-38.5,22.0,-14.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0193
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1633,1635,3138.0,3143.0,5.0,3,3,07:42,07:37,Puck Recovery,Zone Entry,-74.0,-13.5,25.0,-37.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0194
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1637,1640,3146.0,3148.0,2.0,3,3,07:34,07:32,Puck Recovery,Puck Recovery,92.0,26.5,69.0,36.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0195
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1649,1661,3192.0,3212.0,20.0,3,3,06:48,06:28,Puck Recovery,Puck Recovery,-94.0,-24.5,-98.0,-21.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0196
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1662,1663,3214.0,3215.0,1.0,3,3,06:26,06:25,Puck Recovery,Dump In/Out,-93.0,-26.5,-92.0,-25.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0197
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1668,1669,3222.0,3224.0,2.0,3,3,06:18,06:16,Puck Recovery,Puck Recovery,-40.0,-36.5,-55.0,-37.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0198
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1675,1678,3237.0,3242.0,5.0,3,3,06:03,05:58,Puck Recovery,Faceoff Win,-69.0,10.5,-69.0,22.5,stoppage,0,0,0,1,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0199
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1677,1683,3242.0,3254.0,12.0,3,3,05:58,05:46,Puck Recovery,Dump In/Out,93.0,-24.5,-24.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0200
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1678,1680,3242.0,3245.0,3.0,3,3,05:58,05:55,Faceoff Win,Dump In/Out,-69.0,22.5,-41.0,37.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0201
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1681,1683,3248.0,3254.0,6.0,3,3,05:52,05:46,Puck Recovery,Dump In/Out,61.0,38.5,-24.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0202
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1684,1698,3257.0,3284.0,27.0,3,3,05:43,05:16,Puck Recovery,Puck Recovery,-81.0,-37.5,90.0,24.5,timeout,0,0,0,0,1,boards_positive,1,2025-10-29.Team.G.@.Team.L__0203
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team L,Team G,1703,1705,3296.0,3298.0,2.0,3,3,05:04,05:02,Puck Recovery,Dump In/Out,51.0,-30.5,0.0,-26.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-29.Team.G.@.Team.L__0204
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1706,1718,3300.0,3316.0,16.0,3,3,05:00,04:44,Puck Recovery,Takeaway,-78.0,-28.5,-78.0,39.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0205
2025-10-29.Team.G.@.Team.L,2025-10-29,Team G,Team L,Team G,Team L,1714,1718,3314.0,3316.0,2.0,3,3,04:46,04:44,Puck Recovery,Takeaway,-85.0,36.5,-78.0,39.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-29.Team.G.@.Team.L__0206
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,4,8,5.0,9.0,4.0,1,1,19:55,19:51,Puck Recovery,Takeaway,57.0,38.5,66.0,-39.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0000
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,10,18,12.0,35.0,23.0,1,1,19:48,19:25,Puck Recovery,Faceoff Win,68.0,-34.5,20.0,22.5,stoppage,0,0,0,1,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0001
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,16,18,26.0,35.0,9.0,1,1,19:34,19:25,Puck Recovery,Faceoff Win,95.0,22.5,20.0,22.5,stoppage,0,0,0,1,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0002
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,24,32,45.0,60.0,15.0,1,1,19:15,19:00,Puck Recovery,Play,-94.0,-8.5,10.0,-35.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0003
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,34,38,65.0,70.0,5.0,1,1,18:55,18:50,Puck Recovery,Puck Recovery,82.0,36.5,26.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0004
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,39,47,73.0,96.0,23.0,1,1,18:47,18:24,Puck Recovery,Zone Entry,54.0,-36.5,-30.0,-40.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0005
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,44,47,81.0,96.0,15.0,1,1,18:39,18:24,Puck Recovery,Zone Entry,97.0,-1.5,-30.0,-40.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0006
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,50,51,99.0,106.0,7.0,1,1,18:21,18:14,Puck Recovery,Puck Recovery,-81.0,-35.5,-96.0,-15.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0007
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,52,54,109.0,114.0,5.0,1,1,18:11,18:06,Puck Recovery,Zone Entry,-98.0,-9.5,24.0,-24.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0008
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,74,76,152.0,156.0,4.0,1,1,17:28,17:24,Puck Recovery,Dump In/Out,-36.0,38.5,0.0,-23.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0009
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,91,94,178.0,185.0,7.0,1,1,17:02,16:55,Puck Recovery,Faceoff Win,87.0,21.5,69.0,22.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0010
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,95,97,185.0,187.0,2.0,1,1,16:55,16:53,Puck Recovery,Play,-96.0,-8.5,29.0,35.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0011
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,100,104,196.0,202.0,6.0,1,1,16:44,16:38,Puck Recovery,Zone Entry,84.0,-29.5,-25.0,35.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0012
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,106,109,206.0,211.0,5.0,1,1,16:34,16:29,Puck Recovery,Zone Entry,-95.0,19.5,24.0,35.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0013
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,111,114,214.0,218.0,4.0,1,1,16:26,16:22,Puck Recovery,Takeaway,96.0,-16.5,58.0,-12.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0014
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,115,119,225.0,232.0,7.0,1,1,16:15,16:08,Puck Recovery,Zone Entry,78.0,-35.5,-26.0,-36.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0015
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,125,136,247.0,276.0,29.0,1,1,15:53,15:24,Puck Recovery,Puck Recovery,-76.0,-39.5,21.0,38.5,timeout,0,0,0,0,1,boards_positive,1,2025-11-02.Team.D.@.Team.A__0016
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,133,137,264.0,278.0,14.0,1,1,15:36,15:22,Puck Recovery,Play,-98.0,-1.5,11.0,19.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0017
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,146,148,291.0,296.0,5.0,1,1,15:09,15:04,Puck Recovery,Zone Entry,55.0,-15.5,-25.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0018
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,150,153,298.0,304.0,6.0,1,1,15:02,14:56,Puck Recovery,Incomplete Play,-96.0,7.5,-22.0,-32.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0019
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,171,173,337.0,341.0,4.0,1,1,14:23,14:19,Puck Recovery,Dump In/Out,96.0,1.5,37.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0020
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,178,181,356.0,363.0,7.0,1,1,14:04,13:57,Puck Recovery,Dump In/Out,-97.0,-19.5,-6.0,35.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0021
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,191,192,375.0,375.0,0.0,1,1,13:45,13:45,Puck Recovery,Dump In/Out,-63.0,39.5,-63.0,39.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0022
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,197,207,383.0,397.0,14.0,1,1,13:37,13:23,Puck Recovery,Puck Recovery,-97.0,3.5,-80.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0023
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,205,207,394.0,397.0,3.0,1,1,13:26,13:23,Puck Recovery,Puck Recovery,-86.0,-5.5,-80.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0024
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,209,214,407.0,416.0,9.0,1,1,13:13,13:04,Puck Recovery,Dump In/Out,-71.0,36.5,24.0,-34.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0025
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,216,218,419.0,424.0,5.0,1,1,13:01,12:56,Puck Recovery,Puck Recovery,85.0,36.5,53.0,33.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0026
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,221,223,427.0,431.0,4.0,1,1,12:53,12:49,Puck Recovery,Zone Entry,48.0,-9.5,-25.0,-33.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0027
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,226,233,438.0,451.0,13.0,1,1,12:42,12:29,Faceoff Win,Play,-69.0,22.5,-24.0,-37.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0028
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,251,254,491.0,495.0,4.0,1,1,11:49,11:45,Puck Recovery,Dump In/Out,51.0,33.5,-11.0,-35.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0029
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,260,262,505.0,507.0,2.0,1,1,11:35,11:33,Puck Recovery,Play,-79.0,30.5,-7.0,37.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0030
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,269,272,517.0,525.0,8.0,1,1,11:23,11:15,Puck Recovery,Dump In/Out,-27.0,-2.5,3.0,34.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0031
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,274,281,529.0,544.0,15.0,1,1,11:11,10:56,Puck Recovery,Puck Recovery,96.0,-12.5,50.0,-16.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0032
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,285,289,551.0,556.0,5.0,1,1,10:49,10:44,Faceoff Win,Puck Recovery,69.0,22.5,83.0,-12.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0033
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,315,318,603.0,606.0,3.0,1,1,09:57,09:54,Puck Recovery,Puck Recovery,-80.0,-33.5,-35.0,-23.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0034
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,320,325,608.0,620.0,12.0,1,1,09:52,09:40,Puck Recovery,Play,-71.0,-2.5,-15.0,32.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0035
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,342,349,660.0,676.0,16.0,1,1,09:00,08:44,Puck Recovery,Faceoff Win,-92.0,30.5,-69.0,-21.5,stoppage,0,0,0,1,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0036
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,345,348,668.0,672.0,4.0,1,1,08:52,08:48,Puck Recovery,Dump In/Out,66.0,32.5,-4.0,-26.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0037
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,349,359,676.0,694.0,18.0,1,1,08:44,08:26,Faceoff Win,Zone Entry,-69.0,-21.5,24.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0038
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,350,359,681.0,694.0,13.0,1,1,08:39,08:26,Puck Recovery,Zone Entry,-71.0,-22.5,24.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0039
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,356,359,689.0,694.0,5.0,1,1,08:31,08:26,Puck Recovery,Zone Entry,-47.0,33.5,24.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0040
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,362,365,697.0,704.0,7.0,1,1,08:23,08:16,Puck Recovery,Dump In/Out,84.0,-31.5,-3.0,29.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0041
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,372,375,713.0,718.0,5.0,1,1,08:07,08:02,Puck Recovery,Play,-66.0,5.5,-18.0,-24.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0042
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,377,381,722.0,729.0,7.0,1,1,07:58,07:51,Puck Recovery,Zone Entry,96.0,-4.5,-25.0,-14.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0043
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,387,389,736.0,737.0,1.0,1,1,07:44,07:43,Puck Recovery,Takeaway,-73.0,-38.5,-34.0,-35.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0044
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,391,393,747.0,749.0,2.0,1,1,07:33,07:31,Puck Recovery,Incomplete Play,-96.0,0.5,3.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0045
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,395,397,758.0,764.0,6.0,1,1,07:22,07:16,Puck Recovery,Puck Recovery,27.0,40.5,89.0,-18.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-11-02.Team.D.@.Team.A__0046
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,402,405,774.0,781.0,7.0,1,1,07:06,06:59,Puck Recovery,Zone Entry,-51.0,22.5,25.0,35.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0047
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team D,Team A,413,416,801.0,804.0,3.0,1,1,06:39,06:36,Puck Recovery,Zone Entry,-39.0,-34.5,24.0,27.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0048
2025-11-02.Team.D.@.Team.A,2025-11-02,Team D,Team A,Team A,Team D,422,425,823.0,828.0,5.0,1,1,06:17,06:12,Takeaway,Zone Entry,77.0,7.5,-26.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-11-02.Team.D.@.Team.A__0049
