possession_id,game_id,attacking_team,defending_team,start_elapsed_seconds,end_elapsed_seconds,duration_seconds,start_period_label,end_period_label,start_event,end_event,start_x,start_y,end_x,end_y,end_reason,shot_or_goal_in_possession,slot_shot_or_goal_in_possession,n_events
2025-10-24.Team.E.@.Team.D__pos_0434,2025-10-24.Team.E.@.Team.D,Team E,Team D,3454.0,3468.0,14.0,3,3,Puck Recovery,Puck Recovery,-34.0,37.5,-97.0,12.5,turnover_or_recovery,1,0,4
2025-10-24.Team.E.@.Team.D__pos_0435,2025-10-24.Team.E.@.Team.D,Team E,Team D,3459.0,3468.0,9.0,3,3,Puck Recovery,Puck Recovery,-35.0,36.5,-97.0,12.5,turnover_or_recovery,1,0,3
2025-10-24.Team.E.@.Team.D__pos_0436,2025-10-24.Team.E.@.Team.D,Team E,Team D,3461.0,3468.0,7.0,3,3,Play,Puck Recovery,-73.0,33.5,-97.0,12.5,turnover_or_recovery,1,0,2
2025-10-24.Team.E.@.Team.D__pos_0437,2025-10-24.Team.E.@.Team.D,Team E,Team D,3469.0,3471.0,2.0,3,3,Takeaway,Puck Recovery,-78.0,27.5,-80.0,8.5,turnover_or_recovery,1,0,2
2025-10-24.Team.E.@.Team.D__pos_0438,2025-10-24.Team.E.@.Team.D,Team E,Team D,3485.0,3496.0,11.0,3,3,Zone Entry,Puck Recovery,-25.0,-29.5,-86.0,-31.5,turnover_or_recovery,1,1,8
2025-10-24.Team.E.@.Team.D__pos_0439,2025-10-24.Team.E.@.Team.D,Team E,Team D,3487.0,3496.0,9.0,3,3,Puck Recovery,Puck Recovery,-62.0,7.5,-86.0,-31.5,turnover_or_recovery,1,1,7
2025-10-24.Team.E.@.Team.D__pos_0440,2025-10-24.Team.E.@.Team.D,Team E,Team D,3488.0,3496.0,8.0,3,3,Faceoff Win,Puck Recovery,-69.0,-21.5,-86.0,-31.5,turnover_or_recovery,1,0,5
2025-10-24.Team.E.@.Team.D__pos_0441,2025-10-24.Team.E.@.Team.D,Team E,Team D,3489.0,3496.0,7.0,3,3,Puck Recovery,Puck Recovery,-48.0,-20.5,-86.0,-31.5,turnover_or_recovery,1,0,4
2025-10-24.Team.E.@.Team.D__pos_0442,2025-10-24.Team.E.@.Team.D,Team E,Team D,3493.0,3496.0,3.0,3,3,Puck Recovery,Puck Recovery,-81.0,38.5,-86.0,-31.5,turnover_or_recovery,0,0,2
2025-10-24.Team.E.@.Team.D__pos_0443,2025-10-24.Team.E.@.Team.D,Team D,Team E,3524.0,3529.0,5.0,3,3,Puck Recovery,Puck Recovery,81.0,38.5,95.0,1.5,turnover_or_recovery,0,0,1
2025-10-24.Team.E.@.Team.D__pos_0444,2025-10-24.Team.E.@.Team.D,Team D,Team E,3530.0,3545.0,15.0,3,3,Puck Recovery,Puck Recovery,85.0,-7.5,87.0,31.5,turnover_or_recovery,1,0,7
2025-10-24.Team.E.@.Team.D__pos_0445,2025-10-24.Team.E.@.Team.D,Team D,Team E,3532.0,3545.0,13.0,3,3,Play,Puck Recovery,85.0,-30.5,87.0,31.5,turnover_or_recovery,1,0,6
2025-10-24.Team.E.@.Team.D__pos_0446,2025-10-24.Team.E.@.Team.D,Team D,Team E,3533.0,3545.0,12.0,3,3,Puck Recovery,Puck Recovery,72.0,-12.5,87.0,31.5,turnover_or_recovery,1,0,5
2025-10-24.Team.E.@.Team.D__pos_0447,2025-10-24.Team.E.@.Team.D,Team D,Team E,3536.0,3545.0,9.0,3,3,Play,Puck Recovery,66.0,-27.5,87.0,31.5,turnover_or_recovery,0,0,3
2025-10-24.Team.E.@.Team.D__pos_0448,2025-10-24.Team.E.@.Team.D,Team D,Team E,3538.0,3545.0,7.0,3,3,Play,Puck Recovery,96.0,-3.5,87.0,31.5,turnover_or_recovery,0,0,2
2025-10-24.Team.E.@.Team.D__pos_0449,2025-10-24.Team.E.@.Team.D,Team D,Team E,3538.0,3545.0,7.0,3,3,Play,Puck Recovery,90.0,-21.5,87.0,31.5,turnover_or_recovery,0,0,2
2025-10-24.Team.E.@.Team.D__pos_0450,2025-10-24.Team.E.@.Team.D,Team E,Team D,3551.0,3554.0,3.0,3,3,Zone Entry,Puck Recovery,-25.0,-5.5,-42.0,-26.5,turnover_or_recovery,0,0,1
2025-10-24.Team.E.@.Team.D__pos_0451,2025-10-24.Team.E.@.Team.D,Team D,Team E,3565.0,3574.0,9.0,3,3,Puck Recovery,Puck Recovery,40.0,-33.5,86.0,-16.5,turnover_or_recovery,1,0,6
2025-10-24.Team.E.@.Team.D__pos_0452,2025-10-24.Team.E.@.Team.D,Team D,Team E,3566.0,3574.0,8.0,3,3,Play,Puck Recovery,40.0,-33.5,86.0,-16.5,turnover_or_recovery,1,0,5
2025-10-24.Team.E.@.Team.D__pos_0453,2025-10-24.Team.E.@.Team.D,Team D,Team E,3569.0,3574.0,5.0,3,3,Play,Puck Recovery,80.0,37.5,86.0,-16.5,turnover_or_recovery,1,0,4
2025-10-24.Team.E.@.Team.D__pos_0454,2025-10-24.Team.E.@.Team.D,Team D,Team E,3570.0,3574.0,4.0,3,3,Play,Puck Recovery,64.0,26.5,86.0,-16.5,turnover_or_recovery,1,0,3
2025-10-24.Team.E.@.Team.D__pos_0455,2025-10-24.Team.E.@.Team.D,Team D,Team E,3571.0,3574.0,3.0,3,3,Play,Puck Recovery,55.0,40.5,86.0,-16.5,turnover_or_recovery,1,0,2
2025-10-24.Team.E.@.Team.D__pos_0456,2025-10-24.Team.E.@.Team.D,Team D,Team E,3592.0,3595.0,3.0,3,3,Play,Faceoff Win,44.0,3.5,69.0,22.5,turnover_or_recovery,1,0,3
2025-10-24.Team.E.@.Team.D__pos_0457,2025-10-24.Team.E.@.Team.D,Team D,Team E,3592.0,3595.0,3.0,3,3,Takeaway,Faceoff Win,44.0,3.5,69.0,22.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0000,2025-10-28.Team.C.@.Team.A,Team C,Team A,14.0,16.0,2.0,1,1,Puck Recovery,Puck Recovery,38.0,-38.5,41.0,-25.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0001,2025-10-28.Team.C.@.Team.A,Team A,Team C,20.0,20.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,-35.5,-24.0,-35.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0002,2025-10-28.Team.C.@.Team.A,Team A,Team C,24.0,28.0,4.0,1,1,Play,Puck Recovery,-93.0,-20.5,-91.0,-15.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0003,2025-10-28.Team.C.@.Team.A,Team A,Team C,24.0,28.0,4.0,1,1,Puck Recovery,Puck Recovery,-95.0,-17.5,-91.0,-15.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0004,2025-10-28.Team.C.@.Team.A,Team A,Team C,35.0,35.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,-36.5,-24.0,-36.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0005,2025-10-28.Team.C.@.Team.A,Team A,Team C,82.0,83.0,1.0,1,1,Zone Entry,Puck Recovery,-26.0,-35.5,-98.0,-3.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0006,2025-10-28.Team.C.@.Team.A,Team A,Team C,86.0,103.0,17.0,1,1,Takeaway,Puck Recovery,-75.0,-38.5,-92.0,12.5,turnover_or_recovery,1,1,9
2025-10-28.Team.C.@.Team.A__pos_0007,2025-10-28.Team.C.@.Team.A,Team A,Team C,88.0,103.0,15.0,1,1,Play,Puck Recovery,-85.0,-31.5,-92.0,12.5,turnover_or_recovery,1,1,8
2025-10-28.Team.C.@.Team.A__pos_0008,2025-10-28.Team.C.@.Team.A,Team A,Team C,92.0,103.0,11.0,1,1,Puck Recovery,Puck Recovery,-33.0,36.5,-92.0,12.5,turnover_or_recovery,0,0,6
2025-10-28.Team.C.@.Team.A__pos_0009,2025-10-28.Team.C.@.Team.A,Team A,Team C,92.0,103.0,11.0,1,1,Play,Puck Recovery,-33.0,36.5,-92.0,12.5,turnover_or_recovery,0,0,6
2025-10-28.Team.C.@.Team.A__pos_0010,2025-10-28.Team.C.@.Team.A,Team A,Team C,94.0,103.0,9.0,1,1,Play,Puck Recovery,-97.0,-8.5,-92.0,12.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0011,2025-10-28.Team.C.@.Team.A,Team A,Team C,97.0,103.0,6.0,1,1,Play,Puck Recovery,-96.0,18.5,-92.0,12.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0012,2025-10-28.Team.C.@.Team.A,Team A,Team C,99.0,103.0,4.0,1,1,Play,Puck Recovery,-32.0,38.5,-92.0,12.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0013,2025-10-28.Team.C.@.Team.A,Team A,Team C,102.0,103.0,1.0,1,1,Play,Puck Recovery,-90.0,30.5,-92.0,12.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0014,2025-10-28.Team.C.@.Team.A,Team C,Team A,114.0,116.0,2.0,1,1,Play,Puck Recovery,56.0,-36.5,57.0,-12.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0015,2025-10-28.Team.C.@.Team.A,Team A,Team C,121.0,121.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,34.5,-3.0,36.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0016,2025-10-28.Team.C.@.Team.A,Team A,Team C,126.0,133.0,7.0,1,1,Puck Recovery,Puck Recovery,-65.0,40.5,-97.0,1.5,turnover_or_recovery,1,1,4
2025-10-28.Team.C.@.Team.A__pos_0017,2025-10-28.Team.C.@.Team.A,Team A,Team C,128.0,133.0,5.0,1,1,Puck Recovery,Puck Recovery,-96.0,8.5,-97.0,1.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0018,2025-10-28.Team.C.@.Team.A,Team C,Team A,142.0,145.0,3.0,1,1,Takeaway,Puck Recovery,93.0,-10.5,81.0,-8.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0019,2025-10-28.Team.C.@.Team.A,Team A,Team C,150.0,157.0,7.0,1,1,Zone Entry,Dump In/Out,-25.0,-37.5,-5.0,4.5,zone_exit,1,0,7
2025-10-28.Team.C.@.Team.A__pos_0020,2025-10-28.Team.C.@.Team.A,Team A,Team C,152.0,157.0,5.0,1,1,Play,Dump In/Out,-89.0,-27.5,-5.0,4.5,zone_exit,1,0,6
2025-10-28.Team.C.@.Team.A__pos_0021,2025-10-28.Team.C.@.Team.A,Team A,Team C,157.0,157.0,0.0,1,1,Zone Entry,Dump In/Out,-26.0,22.5,-5.0,4.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0022,2025-10-28.Team.C.@.Team.A,Team C,Team A,179.0,183.0,4.0,1,1,Zone Entry,Takeaway,25.0,-5.5,95.0,1.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0023,2025-10-28.Team.C.@.Team.A,Team C,Team A,182.0,183.0,1.0,1,1,Puck Recovery,Takeaway,94.0,-18.5,95.0,1.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0024,2025-10-28.Team.C.@.Team.A,Team A,Team C,195.0,199.0,4.0,1,1,Zone Entry,Puck Recovery,-25.0,-26.5,-84.0,-8.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0025,2025-10-28.Team.C.@.Team.A,Team A,Team C,195.0,199.0,4.0,1,1,Play,Puck Recovery,-28.0,-31.5,-84.0,-8.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0026,2025-10-28.Team.C.@.Team.A,Team A,Team C,198.0,199.0,1.0,1,1,Puck Recovery,Puck Recovery,-83.0,-34.5,-84.0,-8.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0027,2025-10-28.Team.C.@.Team.A,Team A,Team C,205.0,207.0,2.0,1,1,Takeaway,Takeaway,-40.0,37.5,-89.0,33.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0028,2025-10-28.Team.C.@.Team.A,Team A,Team C,249.0,249.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,-38.5,-10.0,-34.5,zone_exit,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0029,2025-10-28.Team.C.@.Team.A,Team A,Team C,253.0,266.0,13.0,1,1,Puck Recovery,Puck Recovery,-46.0,40.5,-55.0,39.5,turnover_or_recovery,1,1,6
2025-10-28.Team.C.@.Team.A__pos_0030,2025-10-28.Team.C.@.Team.A,Team A,Team C,254.0,266.0,12.0,1,1,Play,Puck Recovery,-46.0,40.5,-55.0,39.5,turnover_or_recovery,1,1,5
2025-10-28.Team.C.@.Team.A__pos_0031,2025-10-28.Team.C.@.Team.A,Team A,Team C,256.0,266.0,10.0,1,1,Play,Puck Recovery,-38.0,0.5,-55.0,39.5,turnover_or_recovery,1,1,4
2025-10-28.Team.C.@.Team.A__pos_0032,2025-10-28.Team.C.@.Team.A,Team A,Team C,260.0,266.0,6.0,1,1,Puck Recovery,Puck Recovery,-55.0,-36.5,-55.0,39.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0033,2025-10-28.Team.C.@.Team.A,Team A,Team C,261.0,266.0,5.0,1,1,Play,Puck Recovery,-56.0,-39.5,-55.0,39.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0034,2025-10-28.Team.C.@.Team.A,Team A,Team C,273.0,274.0,1.0,1,1,Zone Entry,Puck Recovery,-25.0,-34.5,-96.0,-8.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0035,2025-10-28.Team.C.@.Team.A,Team A,Team C,279.0,288.0,9.0,1,1,Puck Recovery,Puck Recovery,-96.0,20.5,-89.0,21.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0036,2025-10-28.Team.C.@.Team.A,Team A,Team C,282.0,288.0,6.0,1,1,Play,Puck Recovery,-96.0,-0.5,-89.0,21.5,turnover_or_recovery,1,0,2
2025-10-28.Team.C.@.Team.A__pos_0037,2025-10-28.Team.C.@.Team.A,Team C,Team A,293.0,293.0,0.0,1,1,Zone Entry,Dump In/Out,25.0,-10.5,13.0,-5.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0038,2025-10-28.Team.C.@.Team.A,Team A,Team C,297.0,302.0,5.0,1,1,Zone Entry,Takeaway,-26.0,1.5,-96.0,-15.5,turnover_or_recovery,1,0,5
2025-10-28.Team.C.@.Team.A__pos_0039,2025-10-28.Team.C.@.Team.A,Team A,Team C,298.0,302.0,4.0,1,1,Play,Takeaway,-38.0,4.5,-96.0,-15.5,turnover_or_recovery,1,0,4
2025-10-28.Team.C.@.Team.A__pos_0040,2025-10-28.Team.C.@.Team.A,Team A,Team C,301.0,302.0,1.0,1,1,Puck Recovery,Takeaway,-92.0,-22.5,-96.0,-15.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0041,2025-10-28.Team.C.@.Team.A,Team C,Team A,318.0,318.0,0.0,1,1,Zone Entry,Dump In/Out,25.0,-26.5,1.0,-28.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0042,2025-10-28.Team.C.@.Team.A,Team C,Team A,324.0,353.0,29.0,1,1,Puck Recovery,Puck Recovery,61.0,40.5,76.0,10.5,turnover_or_recovery,1,0,14
2025-10-28.Team.C.@.Team.A__pos_0043,2025-10-28.Team.C.@.Team.A,Team C,Team A,326.0,353.0,27.0,1,1,Play,Puck Recovery,61.0,40.5,76.0,10.5,turnover_or_recovery,1,0,13
2025-10-28.Team.C.@.Team.A__pos_0044,2025-10-28.Team.C.@.Team.A,Team C,Team A,328.0,353.0,25.0,1,1,Play,Puck Recovery,39.0,31.5,76.0,10.5,turnover_or_recovery,1,0,12
2025-10-28.Team.C.@.Team.A__pos_0045,2025-10-28.Team.C.@.Team.A,Team C,Team A,331.0,353.0,22.0,1,1,Puck Recovery,Puck Recovery,60.0,-24.5,76.0,10.5,turnover_or_recovery,1,0,10
2025-10-28.Team.C.@.Team.A__pos_0046,2025-10-28.Team.C.@.Team.A,Team C,Team A,335.0,353.0,18.0,1,1,Puck Recovery,Puck Recovery,94.0,13.5,76.0,10.5,turnover_or_recovery,1,0,8
2025-10-28.Team.C.@.Team.A__pos_0047,2025-10-28.Team.C.@.Team.A,Team C,Team A,336.0,353.0,17.0,1,1,Play,Puck Recovery,91.0,24.5,76.0,10.5,turnover_or_recovery,1,0,7
2025-10-28.Team.C.@.Team.A__pos_0048,2025-10-28.Team.C.@.Team.A,Team C,Team A,343.0,353.0,10.0,1,1,Play,Puck Recovery,95.0,2.5,76.0,10.5,turnover_or_recovery,1,0,6
2025-10-28.Team.C.@.Team.A__pos_0049,2025-10-28.Team.C.@.Team.A,Team C,Team A,345.0,353.0,8.0,1,1,Play,Puck Recovery,29.0,-18.5,76.0,10.5,turnover_or_recovery,1,0,5
2025-10-28.Team.C.@.Team.A__pos_0050,2025-10-28.Team.C.@.Team.A,Team C,Team A,346.0,353.0,7.0,1,1,Play,Puck Recovery,58.0,-29.5,76.0,10.5,turnover_or_recovery,1,0,4
2025-10-28.Team.C.@.Team.A__pos_0051,2025-10-28.Team.C.@.Team.A,Team C,Team A,348.0,353.0,5.0,1,1,Play,Puck Recovery,38.0,2.5,76.0,10.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0052,2025-10-28.Team.C.@.Team.A,Team C,Team A,350.0,353.0,3.0,1,1,Play,Puck Recovery,31.0,22.5,76.0,10.5,turnover_or_recovery,1,0,2
2025-10-28.Team.C.@.Team.A__pos_0053,2025-10-28.Team.C.@.Team.A,Team A,Team C,359.0,362.0,3.0,1,1,Zone Entry,Puck Recovery,-26.0,40.5,-95.0,21.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0054,2025-10-28.Team.C.@.Team.A,Team A,Team C,367.0,373.0,6.0,1,1,Takeaway,Takeaway,-90.0,33.5,-93.0,-23.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0055,2025-10-28.Team.C.@.Team.A,Team A,Team C,370.0,373.0,3.0,1,1,Play,Takeaway,-99.0,-2.5,-93.0,-23.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0056,2025-10-28.Team.C.@.Team.A,Team A,Team C,370.0,373.0,3.0,1,1,Puck Recovery,Takeaway,-99.0,-2.5,-93.0,-23.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0057,2025-10-28.Team.C.@.Team.A,Team A,Team C,374.0,378.0,4.0,1,1,Puck Recovery,Puck Recovery,-96.0,13.5,-93.0,17.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0058,2025-10-28.Team.C.@.Team.A,Team A,Team C,375.0,378.0,3.0,1,1,Play,Puck Recovery,-96.0,13.5,-93.0,17.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0059,2025-10-28.Team.C.@.Team.A,Team C,Team A,384.0,388.0,4.0,1,1,Zone Entry,Takeaway,25.0,-19.5,74.0,-11.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0060,2025-10-28.Team.C.@.Team.A,Team C,Team A,384.0,388.0,4.0,1,1,Play,Takeaway,41.0,-38.5,74.0,-11.5,turnover_or_recovery,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0061,2025-10-28.Team.C.@.Team.A,Team C,Team A,387.0,388.0,1.0,1,1,Puck Recovery,Takeaway,53.0,-37.5,74.0,-11.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0062,2025-10-28.Team.C.@.Team.A,Team C,Team A,392.0,396.0,4.0,1,1,Takeaway,Dump In/Out,32.0,-34.5,10.0,10.5,zone_exit,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0063,2025-10-28.Team.C.@.Team.A,Team C,Team A,393.0,396.0,3.0,1,1,Play,Dump In/Out,28.0,-19.5,10.0,10.5,zone_exit,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0064,2025-10-28.Team.C.@.Team.A,Team C,Team A,396.0,396.0,0.0,1,1,Zone Entry,Dump In/Out,25.0,24.5,10.0,10.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0065,2025-10-28.Team.C.@.Team.A,Team A,Team C,405.0,417.0,12.0,1,1,Zone Entry,Puck Recovery,-25.0,-23.5,-97.0,-1.5,turnover_or_recovery,1,0,7
2025-10-28.Team.C.@.Team.A__pos_0066,2025-10-28.Team.C.@.Team.A,Team A,Team C,407.0,417.0,10.0,1,1,Faceoff Win,Puck Recovery,-69.0,-21.5,-97.0,-1.5,turnover_or_recovery,1,0,6
2025-10-28.Team.C.@.Team.A__pos_0067,2025-10-28.Team.C.@.Team.A,Team A,Team C,408.0,417.0,9.0,1,1,Puck Recovery,Puck Recovery,-40.0,-16.5,-97.0,-1.5,turnover_or_recovery,1,0,5
2025-10-28.Team.C.@.Team.A__pos_0068,2025-10-28.Team.C.@.Team.A,Team A,Team C,410.0,417.0,7.0,1,1,Play,Puck Recovery,-71.0,8.5,-97.0,-1.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0069,2025-10-28.Team.C.@.Team.A,Team A,Team C,410.0,417.0,7.0,1,1,Puck Recovery,Puck Recovery,-71.0,8.5,-97.0,-1.5,turnover_or_recovery,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0070,2025-10-28.Team.C.@.Team.A,Team A,Team C,413.0,417.0,4.0,1,1,Play,Puck Recovery,-68.0,41.5,-97.0,-1.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0071,2025-10-28.Team.C.@.Team.A,Team A,Team C,419.0,422.0,3.0,1,1,Puck Recovery,Faceoff Win,-46.0,-36.5,-69.0,-21.5,turnover_or_recovery,1,0,2
2025-10-28.Team.C.@.Team.A__pos_0072,2025-10-28.Team.C.@.Team.A,Team C,Team A,429.0,429.0,0.0,1,1,Zone Entry,Dump In/Out,25.0,38.5,6.0,37.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0073,2025-10-28.Team.C.@.Team.A,Team A,Team C,438.0,459.0,21.0,1,1,Zone Entry,Faceoff Win,-26.0,-33.5,-69.0,-21.5,turnover_or_recovery,1,1,11
2025-10-28.Team.C.@.Team.A__pos_0074,2025-10-28.Team.C.@.Team.A,Team A,Team C,441.0,459.0,18.0,1,1,Play,Faceoff Win,-55.0,-36.5,-69.0,-21.5,turnover_or_recovery,1,1,10
2025-10-28.Team.C.@.Team.A__pos_0075,2025-10-28.Team.C.@.Team.A,Team A,Team C,443.0,459.0,16.0,1,1,Play,Faceoff Win,-81.0,-34.5,-69.0,-21.5,turnover_or_recovery,1,1,9
2025-10-28.Team.C.@.Team.A__pos_0076,2025-10-28.Team.C.@.Team.A,Team A,Team C,444.0,459.0,15.0,1,1,Play,Faceoff Win,-95.0,-10.5,-69.0,-21.5,turnover_or_recovery,1,1,8
2025-10-28.Team.C.@.Team.A__pos_0077,2025-10-28.Team.C.@.Team.A,Team A,Team C,447.0,459.0,12.0,1,1,Puck Recovery,Faceoff Win,-47.0,-23.5,-69.0,-21.5,turnover_or_recovery,1,1,7
2025-10-28.Team.C.@.Team.A__pos_0078,2025-10-28.Team.C.@.Team.A,Team A,Team C,450.0,459.0,9.0,1,1,Play,Faceoff Win,-52.0,-36.5,-69.0,-21.5,turnover_or_recovery,1,1,6
2025-10-28.Team.C.@.Team.A__pos_0079,2025-10-28.Team.C.@.Team.A,Team A,Team C,453.0,459.0,6.0,1,1,Play,Faceoff Win,-88.0,18.5,-69.0,-21.5,turnover_or_recovery,1,1,5
2025-10-28.Team.C.@.Team.A__pos_0080,2025-10-28.Team.C.@.Team.A,Team A,Team C,455.0,459.0,4.0,1,1,Faceoff Win,Faceoff Win,-69.0,-21.5,-69.0,-21.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0081,2025-10-28.Team.C.@.Team.A,Team A,Team C,456.0,459.0,3.0,1,1,Puck Recovery,Faceoff Win,-30.0,9.5,-69.0,-21.5,turnover_or_recovery,1,0,2
2025-10-28.Team.C.@.Team.A__pos_0082,2025-10-28.Team.C.@.Team.A,Team C,Team A,471.0,477.0,6.0,1,1,Puck Recovery,Faceoff Win,34.0,26.5,69.0,-21.5,turnover_or_recovery,1,0,3
2025-10-28.Team.C.@.Team.A__pos_0083,2025-10-28.Team.C.@.Team.A,Team C,Team A,474.0,477.0,3.0,1,1,Puck Recovery,Faceoff Win,26.0,-37.5,69.0,-21.5,turnover_or_recovery,1,0,2
2025-10-28.Team.C.@.Team.A__pos_0084,2025-10-28.Team.C.@.Team.A,Team A,Team C,498.0,498.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,-10.5,-21.0,-10.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0085,2025-10-28.Team.C.@.Team.A,Team A,Team C,515.0,517.0,2.0,1,1,Zone Entry,Puck Recovery,-26.0,-37.5,-96.0,-0.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0086,2025-10-28.Team.C.@.Team.A,Team A,Team C,521.0,524.0,3.0,1,1,Puck Recovery,Puck Recovery,-45.0,-20.5,-78.0,-2.5,turnover_or_recovery,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0087,2025-10-28.Team.C.@.Team.A,Team C,Team A,531.0,535.0,4.0,1,1,Play,Puck Recovery,38.0,39.5,79.0,22.5,turnover_or_recovery,1,1,3
2025-10-28.Team.C.@.Team.A__pos_0088,2025-10-28.Team.C.@.Team.A,Team C,Team A,538.0,545.0,7.0,1,1,Takeaway,Play,41.0,38.5,-55.0,39.5,zone_exit,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0089,2025-10-28.Team.C.@.Team.A,Team A,Team C,561.0,561.0,0.0,1,1,Zone Entry,Dump In/Out,-25.0,-27.5,-10.0,-32.5,zone_exit,0,0,2
2025-10-28.Team.C.@.Team.A__pos_0090,2025-10-28.Team.C.@.Team.A,Team A,Team C,563.0,564.0,1.0,1,1,Puck Recovery,Puck Recovery,-55.0,-24.5,-41.0,-0.5,turnover_or_recovery,0,0,1
2025-10-28.Team.C.@.Team.A__pos_0091,2025-10-28.Team.C.@.Team.A,Team C,Team A,567.0,567.0,0.0,1,1,Zone Entry,Play,26.0,38.5,-41.0,22.5,zone_exit,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0092,2025-10-28.Team.C.@.Team.A,Team C,Team A,572.0,581.0,9.0,1,1,Takeaway,Penalty Taken,78.0,-36.5,58.0,-37.5,stoppage,0,0,5
2025-10-28.Team.C.@.Team.A__pos_0093,2025-10-28.Team.C.@.Team.A,Team C,Team A,573.0,581.0,8.0,1,1,Play,Penalty Taken,58.0,-36.5,58.0,-37.5,stoppage,0,0,4
2025-10-28.Team.C.@.Team.A__pos_0094,2025-10-28.Team.C.@.Team.A,Team C,Team A,576.0,581.0,5.0,1,1,Puck Recovery,Penalty Taken,84.0,-29.5,58.0,-37.5,stoppage,0,0,3
2025-10-28.Team.C.@.Team.A__pos_0095,2025-10-28.Team.C.@.Team.A,Team C,Team A,577.0,581.0,4.0,1,1,Play,Penalty Taken,67.0,-36.5,58.0,-37.5,stoppage,0,0,2
